,answer,question,label
615,در ماژول اول هیچ بازخوردی دریافت نکردیم. در ماژول دوم سوالات در طی حداکثر 2 روز پاسخ داده میشدند و بلافاصله پس از ارائه مطالب، از استاد فیدبک در یافت کردیم.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
616,در ماژول اول هیچ بازخوردی دریافت نکردیم. در ماژول دوم سوالات در طی حداکثر 2 روز پاسخ داده میشدند و بلافاصله پس از ارائه مطالب، از استاد فیدبک در یافت کردیم.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
617,در ماژول اول هیچ بازخوردی دریافت نکردیم. در ماژول دوم سوالات در طی حداکثر 2 روز پاسخ داده میشدند و بلافاصله پس از ارائه مطالب، از استاد فیدبک در یافت کردیم.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
618,پاسخگویی استاد به سوالات نسبتا سریع و خوب بود . بازخورد تکالیف در پایان ترم داده شد.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
619,پاسخگویی استاد به سوالات نسبتا سریع و خوب بود . بازخورد تکالیف در پایان ترم داده شد.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
620,پاسخگویی استاد به سوالات نسبتا سریع و خوب بود . بازخورد تکالیف در پایان ترم داده شد.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
621,سرعت پاسخگویی به سوالات خوب بود، . بازخورد تکالیف در پایان ترم داده شد.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
622,سرعت پاسخگویی به سوالات خوب بود، . بازخورد تکالیف در پایان ترم داده شد.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
623,سرعت پاسخگویی به سوالات خوب بود، . بازخورد تکالیف در پایان ترم داده شد.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
624,بله,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
625,اصلا مناسب نبود. هیچ بازخوردی در طول ترم دریافت نکردیم,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
626,اصلا مناسب نبود. هیچ بازخوردی در طول ترم دریافت نکردیم,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
627,سرعت و کیفیت پاسخگویی تیم آموزشی مخصوصا استاد درس بسیار خوب بود.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
628,سرعت و کیفیت پاسخگویی تیم آموزشی مخصوصا استاد درس بسیار خوب بود.,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
629,سرعت پاسخگویی بالا بود و سوالی بی جواب نمیموند بعد از 3 روز,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه بازخورد به تکالیف و فعالیت ها مناسب بوده است؟,0
630,تکالیفی که ارسال میکردیم هیچ نمره‌ای نداشتند و با اینکه چند روز برای حل آنها زمان میگذاشتیم . هیچ نمره‌ای به ما تعلق نمیگرفت و فقط در صورتی که ارسال نمیکردیم ۵ یا ۱ نمره منفی داشت. این شرایط باعث میشد که اگر هر یک از دانشجویان یکی از فعالیت‌هایی که نمره داشت را انجام ندهد قطعا این درس را بیفتد. و در حالت کلی شرایط درس اصلا خوب نبود و فضایی سرشار از استرس برای ما فراهم شده بود و کادر آموزشی مدام ما دانشجویان را تهدید میکردند که اگر فلان کار را انجام ندهید درس را می‌افتید,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
631,تکالیفی که ارسال میکردیم هیچ نمره‌ای نداشتند و با اینکه چند روز برای حل آنها زمان میگذاشتیم . هیچ نمره‌ای به ما تعلق نمیگرفت و فقط در صورتی که ارسال نمیکردیم ۵ یا ۱ نمره منفی داشت. این شرایط باعث میشد که اگر هر یک از دانشجویان یکی از فعالیت‌هایی که نمره داشت را انجام ندهد قطعا این درس را بیفتد. و در حالت کلی شرایط درس اصلا خوب نبود و فضایی سرشار از استرس برای ما فراهم شده بود و کادر آموزشی مدام ما دانشجویان را تهدید میکردند که اگر فلان کار را انجام ندهید درس را می‌افتید,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
632,تکالیفی که ارسال میکردیم هیچ نمره‌ای نداشتند و با اینکه چند روز برای حل آنها زمان میگذاشتیم . هیچ نمره‌ای به ما تعلق نمیگرفت و فقط در صورتی که ارسال نمیکردیم ۵ یا ۱ نمره منفی داشت. این شرایط باعث میشد که اگر هر یک از دانشجویان یکی از فعالیت‌هایی که نمره داشت را انجام ندهد قطعا این درس را بیفتد. و در حالت کلی شرایط درس اصلا خوب نبود و فضایی سرشار از استرس برای ما فراهم شده بود و کادر آموزشی مدام ما دانشجویان را تهدید میکردند که اگر فلان کار را انجام ندهید درس را می‌افتید,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
633,تکالیفی که ارسال میکردیم هیچ نمره‌ای نداشتند و با اینکه چند روز برای حل آنها زمان میگذاشتیم . هیچ نمره‌ای به ما تعلق نمیگرفت و فقط در صورتی که ارسال نمیکردیم ۵ یا ۱ نمره منفی داشت. این شرایط باعث میشد که اگر هر یک از دانشجویان یکی از فعالیت‌هایی که نمره داشت را انجام ندهد قطعا این درس را بیفتد. و در حالت کلی شرایط درس اصلا خوب نبود و فضایی سرشار از استرس برای ما فراهم شده بود و کادر آموزشی مدام ما دانشجویان را تهدید میکردند که اگر فلان کار را انجام ندهید درس را می‌افتید,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
634,در طول ترم فقط ۲ جلسه کلاس تشکیل شد که ۱ جلسه آن هم فقط چند دقیقه تشکیل شد البته قرار بود جلسات بیشتری تشکیل شود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
635,استفاده حتمی از word 2007 برای من کمی سخت بود.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
636,استفاده حتمی از word 2007 برای من کمی سخت بود.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
637,شیوه‌ی تدریس و برخورد تحقیر آمیز استاد با دانشجویان,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
638,بی اعتمادی غیر معقول تیم آموزشی این درس نسبت به دانشجویان,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
639,تعداد کمی از دانشجویان در کلاس ها شرکت میکردند. در کلاس های جل تمرین تعامل موثر بین دانشجویان و استاد کم بود. این موضوع سبب کاهش اثر بخشی کلاس ها و خسته شدن دانشجویان میشد.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
640,تعداد کمی از دانشجویان در کلاس ها شرکت میکردند. در کلاس های جل تمرین تعامل موثر بین دانشجویان و استاد کم بود. این موضوع سبب کاهش اثر بخشی کلاس ها و خسته شدن دانشجویان میشد.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
641,تعداد کمی از دانشجویان در کلاس ها شرکت میکردند. در کلاس های جل تمرین تعامل موثر بین دانشجویان و استاد کم بود. این موضوع سبب کاهش اثر بخشی کلاس ها و خسته شدن دانشجویان میشد.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
642,تعداد کمی از دانشجویان در کلاس ها شرکت میکردند. در کلاس های جل تمرین تعامل موثر بین دانشجویان و استاد کم بود. این موضوع سبب کاهش اثر بخشی کلاس ها و خسته شدن دانشجویان میشد.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
643,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
644,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
645,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
646,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
647,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
648,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
649,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
650,در نیمه ی دوم ترم استاد درس تغییر کرد. استاد جدید بسیار قابل و با معلومات بودند . کمی در فعالیت های درس بی نظمی دیده میشد (کنسل شدن کلاس ها، بارگزاری نشدن به موقع منابع، عدم وجود برنامه ای مشخص برای مطالبی که باید در هر هفته مطالعه میشد و...) و این موضوع باعث ایجاد سردرگمی شده بود. نمونه سوال های حل شده از هر مبحث به صورت پی دی اف در سایت قرار داده میشد شاید اگر تعداد این سوال ها بیشتر میشد کاربرد مطالب را بهتر یاد میگرفتیم.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
651,نحوه ارزشیابی باید طوری باشد که از اول مشخص باشد و فعالیت های مختلف همه نمره داشته باشند,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
652,برنامه ارائه درس و تکالیف میتواند مرتب تر باشد و از امتحانات میان و پایانترم فاصله داشته باشند تکالیف,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
653,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
654,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
655,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
656,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
657,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
658,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
659,علاوه بر موردی که درخصوص بازخورد ذکر شد، به نظر می رسد زمان سه ساعت برای کلاس، مدت زیادی است چراکه بیشتر وقت کلاس به موضوعاتی با ارتباط بسیار کم با درس اختصاص داده می شد. مغایرت برخی صحبت های استاد با نکات ذکر شده در منابع درسی علاوه بر ایجاد سردرگمی، این حس را القا میکرد که درس دارد به شکل سلیقه ای پیش می رود. به عنوان مثال استاد فصلنامه های دانشگاهی را منبعی موثق برای مقاله نمیدانستند در حالی که در سایت فقط استفاده از ویکی پدیا و وبلاگ های نامعتبر منع شده بود. یا اختلاف هایی که بین منابع درس و نظر ایشان درمورد ارجاع دهی درون متنی وجود داشت سبب ایجاد سردرگمی برای من شده بود. این پرسش همیشه در طول ترم برای من پررنگ بود که آیا باید تکالیف را طبق گفته های سایت و منابع درس بنویسم یا صبر کنم تا کلاس تشکیل شود و تکلیف را مطابق با نظرات استاد انجام دهم. (کلاس مربوط به هر مبحث، حداقل یک هفته پس از ددلاین تکلیف آن موضوع  تشکیل میشد.),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
660,طرز برخورد استاد محترم بسیار متین و خوب بود . در مواردی به شخصه باعث سردی من نسبت به درس شدند زیرا من بسیار به تکالیف و دروس اهمیت میدهم . در مواردی که سوال میپرسیدم در پاسخ طوری با من برخورد میشد و همچنین با صراحت به من میگفتند که تو چیزی بلد نیستی و برای اینکه درس را از سرت باز کنی به صورت کنکوری درس میخوانی! با وجود اینکه من به هیچ وجه همچین فکری نداشتم و قطعا دروس را با عمق میخوانم. اینکار قطعا بی اهمیت جلوه میکند . با تکرار آن باعث دلسردی دانشجو از درس میشود که همین اتفاق برای من افتاد و من اواخر ترم نصف وقتی که اوایل ترم برای این درس میگذاشتم را صرف آن میکردم.ی,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
661,طرز برخورد استاد محترم بسیار متین و خوب بود . در مواردی به شخصه باعث سردی من نسبت به درس شدند زیرا من بسیار به تکالیف و دروس اهمیت میدهم . در مواردی که سوال میپرسیدم در پاسخ طوری با من برخورد میشد و همچنین با صراحت به من میگفتند که تو چیزی بلد نیستی و برای اینکه درس را از سرت باز کنی به صورت کنکوری درس میخوانی! با وجود اینکه من به هیچ وجه همچین فکری نداشتم و قطعا دروس را با عمق میخوانم. اینکار قطعا بی اهمیت جلوه میکند . با تکرار آن باعث دلسردی دانشجو از درس میشود که همین اتفاق برای من افتاد و من اواخر ترم نصف وقتی که اوایل ترم برای این درس میگذاشتم را صرف آن میکردم.ی,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
662,طرز برخورد استاد محترم بسیار متین و خوب بود . در مواردی به شخصه باعث سردی من نسبت به درس شدند زیرا من بسیار به تکالیف و دروس اهمیت میدهم . در مواردی که سوال میپرسیدم در پاسخ طوری با من برخورد میشد و همچنین با صراحت به من میگفتند که تو چیزی بلد نیستی و برای اینکه درس را از سرت باز کنی به صورت کنکوری درس میخوانی! با وجود اینکه من به هیچ وجه همچین فکری نداشتم و قطعا دروس را با عمق میخوانم. اینکار قطعا بی اهمیت جلوه میکند . با تکرار آن باعث دلسردی دانشجو از درس میشود که همین اتفاق برای من افتاد و من اواخر ترم نصف وقتی که اوایل ترم برای این درس میگذاشتم را صرف آن میکردم.ی,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
663,طرز برخورد استاد محترم بسیار متین و خوب بود . در مواردی به شخصه باعث سردی من نسبت به درس شدند زیرا من بسیار به تکالیف و دروس اهمیت میدهم . در مواردی که سوال میپرسیدم در پاسخ طوری با من برخورد میشد و همچنین با صراحت به من میگفتند که تو چیزی بلد نیستی و برای اینکه درس را از سرت باز کنی به صورت کنکوری درس میخوانی! با وجود اینکه من به هیچ وجه همچین فکری نداشتم و قطعا دروس را با عمق میخوانم. اینکار قطعا بی اهمیت جلوه میکند . با تکرار آن باعث دلسردی دانشجو از درس میشود که همین اتفاق برای من افتاد و من اواخر ترم نصف وقتی که اوایل ترم برای این درس میگذاشتم را صرف آن میکردم.ی,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
664,طرز برخورد استاد محترم بسیار متین و خوب بود . در مواردی به شخصه باعث سردی من نسبت به درس شدند زیرا من بسیار به تکالیف و دروس اهمیت میدهم . در مواردی که سوال میپرسیدم در پاسخ طوری با من برخورد میشد و همچنین با صراحت به من میگفتند که تو چیزی بلد نیستی و برای اینکه درس را از سرت باز کنی به صورت کنکوری درس میخوانی! با وجود اینکه من به هیچ وجه همچین فکری نداشتم و قطعا دروس را با عمق میخوانم. اینکار قطعا بی اهمیت جلوه میکند . با تکرار آن باعث دلسردی دانشجو از درس میشود که همین اتفاق برای من افتاد و من اواخر ترم نصف وقتی که اوایل ترم برای این درس میگذاشتم را صرف آن میکردم.ی,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
665,طرز برخورد استاد محترم بسیار متین و خوب بود . در مواردی به شخصه باعث سردی من نسبت به درس شدند زیرا من بسیار به تکالیف و دروس اهمیت میدهم . در مواردی که سوال میپرسیدم در پاسخ طوری با من برخورد میشد و همچنین با صراحت به من میگفتند که تو چیزی بلد نیستی و برای اینکه درس را از سرت باز کنی به صورت کنکوری درس میخوانی! با وجود اینکه من به هیچ وجه همچین فکری نداشتم و قطعا دروس را با عمق میخوانم. اینکار قطعا بی اهمیت جلوه میکند . با تکرار آن باعث دلسردی دانشجو از درس میشود که همین اتفاق برای من افتاد و من اواخر ترم نصف وقتی که اوایل ترم برای این درس میگذاشتم را صرف آن میکردم.ی,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
666,به نظر میرسد این درس از پایه دچار مشکل است و تنها تلاش بر این است که یک درس ارائه شود . کم و کیف آن اصلا مطرح نیست.,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
